62325,31171,100,"Predicted drug = doxycycline (0.817), 20%, florescent",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-13210.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-13210.processed.png,doxycycline ,20%,0.817,doxycycline ,100%,,,1,0
62325,31172,100,"Predicted drug = doxycycline (0.539), 50%, Light Box",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-28106.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-28106.processed.png,doxycycline ,50%,0.539,doxycycline ,100%,,,1,0
62325,31173,100,"Predicted drug = epinephrine (0.315), 20%, Window",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-7532.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-7532.processed.png,epinephrine ,20%,0.315,doxycycline ,100%,,,0,0
62321,31174,100,"Predicted drug = doxycycline (0.719), 50%, Fluorescent",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-5541.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-5541.processed.png,doxycycline ,50%,0.719,doxycycline ,100%,,,1,0
62321,31175,100,"Predicted drug = doxycycline (0.817), 50%, Light Box",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-29963.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-29963.processed.png,doxycycline ,50%,0.817,doxycycline ,100%,,,1,0
62321,31176,100,"Predicted drug = doxycycline (0.451), 20%, Window",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-29790.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-29790.processed.png,doxycycline ,20%,0.451,doxycycline ,100%,,,1,0
62323,31177,100,"Predicted drug = doxycycline (0.803), 50%, Fluorescent",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-6074.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-6074.processed.png,doxycycline ,50%,0.803,doxycycline ,100%,,,1,0
62323,31178,100,"Predicted drug = doxycycline (0.738), 50%, Light Box",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-11512.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-11512.processed.png,doxycycline ,50%,0.738,doxycycline ,100%,,,1,0
62323,31179,100,"Predicted drug = doxycycline (0.532), 20%, Window",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-31254.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-31254.processed.png,doxycycline ,20%,0.532,doxycycline ,100%,,,1,0
61790,31180,100,"Predicted drug = epinephrine (0.378), 50%, Fluorescent",/var/www/html/joomla/images/padimages/api/raw/Distractor-12LanePADKenya2015-1-21071.png,/var/www/html/joomla/images/padimages/api/processed/Distractor-12LanePADKenya2015-1-21071.processed.png,epinephrine ,50%,0.378,doxycycline ,100%,,,0,0
